,Unnamed: 0.1,Unnamed: 0,RankingList,Filename,index,Role,Standardized Role,job_function,Company,min_salary,max_salary,other_compensation,degree_level,field_of_study,certifications_training,skill,description,learning_objective,confidence,cluster,hierarchy,isSpecialized,type,isBusiness,combined,new_embeds,predicted_cluster,cluster_label,IQ_INDUSTRY_CLASSIFICATION,IQ_INDUSTRY_GROUP,Overall % from Aspirations,Industry Count,Industry Importance,Impact score,Personal Growth score,Leadership Development score,Challenges score,Overall % from Motivations,Normalized Overall % from Aspirations,Normaized Industry Importance,Normalized Overall % from Motivations,Combined Normalized Overall % from Aspirations and Motivations,Combined Normalized Industry Importance and Overall % from Motivations,Open Positions,Mean Industry Importance Score
2447,2449,2449,Companies In India,job_result_10_20.txt,2474,Analyst & Advisor Relations (Pre-Sales),Analyst & Advisor Relations Manager,Project Management,Persistent Systems,Competitive,Competitive,Benefits package,Bachelor's,Any,,Forrester Experience,Have experience working with Forrester,Gain experience working with Forrester,0.3,Industry Knowledge,Child,1.0,Nice_to_Have,0,Role: Analyst & Advisor Relations Manager; Skills: Forrester Experience; Learning Objectives: Gain experience working with Forrester,"[-0.02234205 -0.01995649  0.01737176 ... -0.00251129 -0.01587713
 -0.0029069 ]",0,Business Analytics,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2448,2450,2450,Companies In India,job_result_10_10.txt,2475,QA Test manager,QA Test Manager,Technology,Persistent Systems,120000,180000,Competitive salary and benefits package,Bachelor's,Computer Science,,Stakeholder Communication,Effective communication with stakeholders,Develop communication skills to interact with stakeholders,0.5,Communication,Communication > Stakeholder Communication,0.0,Implied,0,Role: QA Test Manager; Skills: Stakeholder Communication; Learning Objectives: Develop communication skills to interact with stakeholders,"[-0.0005159  -0.0084547   0.02067929 ... -0.00182115 -0.00584886
 -0.0038007 ]",7,Engineering Leadership,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2449,2451,2451,Companies In India,job_result_2_0.txt,2476,Delivery Partner,Delivery Partner,Operations,Persistent Systems,150000,250000,"Bonuses, stock options, benefits",Bachelor's,"Computer Science, Information Technology, Cybersecurity",Advanced degree preferred,Problem Solving,Ability to solve complex problems,"Given a problem, solve it using analytical skills",0.5,Cognitive Skills,Root,0.0,Implied,0,"Role: Delivery Partner; Skills: Problem Solving; Learning Objectives: Given a problem, solve it using analytical skills","[-0.01017016 -0.02738888  0.00418085 ... -0.01616613 -0.01812418
 -0.0168152 ]",7,Engineering Leadership,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2450,2452,2452,Companies In India,job_result_9_70.txt,2477,Senior Data Modeller,Data Modeller,Technology,Persistent Systems,Not specified,Not specified,Not specified,Bachelor's,Computer Science,Not specified,Team Collaboration,Ability to work collaboratively in a team environment,Collaborate with a team to achieve a common goal,0.6,Soft Skills,root,0.0,Implied,0,Role: Data Modeller; Skills: Team Collaboration; Learning Objectives: Collaborate with a team to achieve a common goal,"[-0.01446674 -0.00104373  0.00383904 ...  0.00487323 -0.01086012
 -0.01683569]",0,Business Analytics,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2451,2453,2453,Companies In India,job_result_9_0.txt,2478,Appian Lead,Application Lead,Technology,Persistent Systems,Not specified,Not specified,Competitive salary and benefits package,Bachelor's,Computer Science,Appian Designer certification,HTML Development,Developing HTML interfaces,Design and develop HTML interfaces for Appian applications,0.7,Technical Skills,HTML Development > Technical Skills,0.0,Nice_to_Have,0,Role: Application Lead; Skills: HTML Development; Learning Objectives: Design and develop HTML interfaces for Appian applications,"[-0.00111549 -0.00491378  0.01472297 ... -0.01815418 -0.00506514
 -0.01093855]",7,Engineering Leadership,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2452,2454,2454,Companies In India,job_result_9_30.txt,2479,QA Performance Engineer,QA Performance Engineer,Technology,Persistent Systems,Competitive,Competitive,"Benefits package, culture focused on talent development, opportunity to work with cutting-edge technologies, employee engagement initiatives, annual health check-ups, insurance coverage",Bachelor's,"Computer Science, Engineering",Not specified,Performance Testing,Design and develop performance test plans and test scenarios based on system requirements and usage patterns.,"Given a system requirement, design a performance test plan and scenario.",0.9,Testing,Root,1.0,Must_Have,0,"Role: QA Performance Engineer; Skills: Performance Testing; Learning Objectives: Given a system requirement, design a performance test plan and scenario","[-0.0067     -0.00244965  0.02189369 ... -0.00285678 -0.01046709
 -0.01500553]",1,Product Management,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2453,2455,2455,Companies In India,job_result_7_60.txt,2480,QA Test Automation Engineer,QA Automation Engineer,Technology,Persistent Systems,"80,000","120,000","Benefits, bonuses, and stock options",Bachelor's,"Computer Science, Management, or Business Administration","SQL Server certification, Oracle Server certification",Communication,Effectively communicating technical information to stakeholders.,"Given technical information, communicate it effectively to stakeholders.",0.5,Soft Skills,Communication > Soft Skills,0.0,Implied,1,"Role: QA Automation Engineer; Skills: Communication; Learning Objectives: Given technical information, communicate it effectively to stakeholders","[-0.00470367 -0.00868963  0.02230329 ... -0.0064149  -0.01246106
 -0.00242292]",7,Engineering Leadership,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2454,2456,2456,Companies In India,job_result_4_0.txt,2481,Support Engineer,Support Engineer,Technology,Persistent Systems,Competitive,Competitive,Benefits package,Bachelor's,Computer Science,Industry certifications,Collaboration,Ability to work with cross-functional teams,Foster effective collaboration,0.5,Teamwork,Teamwork > Collaboration,0.0,Implied,0,Role: Support Engineer; Skills: Collaboration; Learning Objectives: Foster effective collaboration,"[-0.01125556 -0.00135107  0.03139025 ... -0.00892092 -0.00669411
 -0.00078321]",0,Business Analytics,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2455,2457,2457,Companies In India,job_result_10_80.txt,2482,Machine Learning Engineer,Machine Learning Engineer,Technology,Persistent Systems,Competitive,Competitive,Benefits package,Bachelor's,Computer Science,Not specified,Model Deployment,Knowledge of deploying machine learning models,Deploy machine learning models to production,0.7,Machine Learning,Root,0.0,Implied,0,Role: Machine Learning Engineer; Skills: Model Deployment; Learning Objectives: Deploy machine learning models to production,"[-0.01773912 -0.00128095  0.02613763 ... -0.00623224 -0.01831339
 -0.00143479]",0,Business Analytics,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2456,2458,2458,Companies In India,job_result_7_80.txt,2483,Product Manager,Product Manager,Product Management,Persistent Systems,80000,120000,"Bonuses, stock options, benefits",Bachelor's,Computer Science,Product management certifications,Product Development,Developing new products or services,Design and develop new products,0.8,Product Management,Root,1.0,Must_Have,0,Role: Product Manager; Skills: Product Development; Learning Objectives: Design and develop new products,"[-0.01501444 -0.00851434  0.01301761 ...  0.00439567 -0.01100935
 -0.01515496]",1,Product Management,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2457,2459,2459,Companies In India,job_result_6_40.txt,2484,Node.js & MongoDB Team Lead,Software Development Team Lead,Technology,Persistent Systems,Not specified,Not specified,Not specified,Bachelor's,Computer Science,Not specified,Database Design,Knowledge of database design principles,Design efficient relational databases,0.1,Database Management,Data Modeling,0.0,Implied,0,Role: Software Development Team Lead; Skills: Database Design; Learning Objectives: Design efficient relational databases,"[-0.00872176 -0.01422891  0.01671814 ... -0.0201001  -0.00973637
 -0.00810415]",7,Engineering Leadership,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2458,2460,2460,Companies In India,job_result_5_20.txt,2485,Analyst & Advisor Relations (Pre-Sales),Analyst & Advisor Relations Manager,Project Management,Persistent Systems,Competitive,Competitive,Benefits package,Bachelor's,Any,,Organization,Organize tasks and priorities effectively,Develop organization skills,0.1,Soft Skills,Child,0.0,Implied,0,Role: Analyst & Advisor Relations Manager; Skills: Organization; Learning Objectives: Develop organization skills,"[-0.02283251 -0.02015501  0.01755201 ... -0.003137   -0.01553792
 -0.00385461]",0,Business Analytics,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2459,2461,2461,Companies In India,job_result_2_20.txt,2486,PHP Developer,Software Developer,Technology,Persistent Systems,Competitive,Competitive,Benefits package,Bachelor's,Computer Science,Not specified,Code Review,Perform code reviews to ensure code quality and standards compliance.,Develop code review skills.,0.3,Software Development,Root,1.0,Nice_to_Have,0,Role: Software Developer; Skills: Code Review; Learning Objectives: Develop code review skills,"[ 0.0002061  -0.00890617  0.02511171 ... -0.01333711 -0.0062357
 -0.00699441]",7,Engineering Leadership,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2460,2462,2462,Companies In India,job_result_10_50.txt,2487,Persistent Systems - Big Data Lead - Hadoop/Hive,Software Developer,Technology,Persistent Systems,100000,150000,Stock options and bonuses,Bachelor's,Computer Science,,Team Collaboration,Ability to work collaboratively in teams,Develop team collaboration skills,0.7,Soft Skills,child,0.0,Implied,0,Role: Software Developer; Skills: Team Collaboration; Learning Objectives: Develop team collaboration skills,"[-0.01004259 -0.00721576  0.02134963 ... -0.00881429 -0.00993437
 -0.00785133]",7,Engineering Leadership,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2461,2463,2463,Companies In India,job_result_3_0.txt,2488,QA Test manager,QA Test Manager,Technology,Persistent Systems,Competitive,Competitive,Benefits package,Bachelor's,Computer Science,,WebdriverIO,Knowledge of WebdriverIO automation framework,"Given a web application, the candidate will be able to automate tests using WebdriverIO.",0.7,Automation Testing,Testing > Automation Testing > WebdriverIO,1.0,Nice_to_Have,0,"Role: QA Test Manager; Skills: WebdriverIO; Learning Objectives: Given a web application, the candidate will be able to automate tests using WebdriverIO","[-0.00370451 -0.01448619  0.02442396 ...  0.00067512 -0.00715847
 -0.00116588]",7,Engineering Leadership,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.4335,0.0,0.108375,1.0,1.0,0.46961325966850825,1.4696132596685083,1.4696132596685083,35,1.0402525651144436
2462,2464,2464,Companies In India,job_result_4_80.txt,2489,Persistent Systems - React.js Architect - Javascript/TypeScript,Software Architect,Technology,Persistent Systems,100000,150000,Stock options and bonuses,Bachelor's,Computer Science,,CSS3,Styling web pages with CSS3,Apply CSS3 styles to create visually appealing web pages,0.7,Frontend Development,UI Development > Frontend Development > CSS3,0.0,Must_Have,0,Role: Software Architect; Skills: CSS3; Learning Objectives: Apply CSS3 styles to create visually appealing web pages,"[-0.00885351 -0.00129093  0.02187288 ... -0.01346299 -0.0045499
 -0.01744853]",0,Business Analytics,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2463,2465,2465,Companies In India,job_result_3_30.txt,2490,Program Manager,Program Manager,Project Management,Persistent Systems,150000,200000,Competitive salary and benefits package,Bachelor's,Computer Science,Java Certification,Customer Relationship Management,Building and maintaining customer relationships.,Develop strong customer relationships.,0.8,Communication Skills,Root -> Communication Skills -> Customer Relationship Management,0.0,Nice_to_Have,0,Role: Program Manager; Skills: Customer Relationship Management; Learning Objectives: Develop strong customer relationships,"[-1.90935289e-02 -2.16365594e-02 -3.73275834e-05 ... -9.23146578e-03
 -4.75554357e-03 -9.17069319e-03]",7,Engineering Leadership,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2464,2466,2466,Companies In India,job_result_10_40.txt,2491,Delivery Partner,Delivery Partner,Operations,Persistent Systems,Not specified,Competitive salary and benefits package,A culture focused on talent development with quarterly promotion cycles and company sponsored higher education and certifications,"Bachelor's degree in computer science, information technology, cybersecurity, or a related field","Computer Science, Information Technology, Cybersecurity, or a related field",Advanced degree preferred,Problem Solving,Ability to solve problems effectively,"Given a problem, the candidate will be able to solve it effectively.",0.5,Analytical Skills,Root,0.0,Implied,0,"Role: Delivery Partner; Skills: Problem Solving; Learning Objectives: Given a problem, the candidate will be able to solve it effectively","[-0.01166763 -0.03187978  0.00849075 ... -0.01560995 -0.02161477
 -0.01490886]",7,Engineering Leadership,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2465,2467,2467,Companies In India,job_result_2_70.txt,2492,Node.js & MongoDB Team Lead,Software Development Team Lead,Technology,Persistent Systems,Not specified,Not specified,Not specified,Bachelor's,Computer Science,Scrum Master Certification,ReactJS,Experience with ReactJS library,Build reusable UI components using ReactJS,0.3,Frontend Frameworks,UI Development,0.0,Nice_to_Have,0,Role: Software Development Team Lead; Skills: ReactJS; Learning Objectives: Build reusable UI components using ReactJS,"[-0.0074153  -0.0134811   0.01408602 ... -0.02170945 -0.00884229
 -0.01150229]",7,Engineering Leadership,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
2466,2468,2468,Companies In India,job_result_8_0.txt,2493,Sailpoint IdentityNow Engineer,Sailpoint IdentityNow Engineer,Technology,Persistent Systems,Not specified,Not specified,Competitive salary and benefits package,Bachelor's,Computer Science or related field,Not specified,SailPoint Certification,SailPoint IdentityNow certification,Obtain SailPoint IdentityNow certification,0.7,Certifications,Child,1.0,Nice_to_Have,0,Role: Sailpoint IdentityNow Engineer; Skills: SailPoint Certification; Learning Objectives: Obtain SailPoint IdentityNow certification,"[-0.00765564 -0.01088247  0.02604937 ... -0.02038729  0.00928567
 -0.00937892]",7,Engineering Leadership,Information Technology,Software and Services,0.4274,445,190.193,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35,1.0402525651144436
